Text,DocType
As part of the war on terrorism it is widely recognized that the U.S. government has a substantial and growing need for personnel with knowledge of foreign languages and especially languages that may be spoken in limited and remote areas of the world. In 2002 the federal government employed about a thousand translators and interpreters in four agencies responsible for security-related functions. In addition these agencies employ nearly 20000 staff in positions that require some foreign language proficiency. Yet there is a widespread consensus that requirements for foreign language qualified personnel are not currently being met. The report issued by the 9/11 Commission in July of 2004 makes several references to this deficiency and suggests corrective action to address it.,Private
is an overview of forfeiture. It sketches the origins and general attributes of forfeiture describes the distribution of the hundreds of millions of dollars it generates and outlines some of the constitutional issues it raises.,Private
The Electronic Surveillance Modernization Act H.R. 5825 109th Congress was one of a number of bills introduced in the Senate and the House of Representatives addressing various aspects of the TSP and a variety of approaches to electronic surveillance of terrorists and those affiliated with them. This bill was designed to enhance flexibility in electronic surveillance to acquire foreign intelligence information while requiring increased reporting and congressional oversight of these activities. The measure was introduced on July 18 2006 and passed the House on September 28 2006. summarizes the bill as passed by the House and analyzes the potential impact of its provisions were they to become law. The 110th Congress may wish to contemplate similar or different approaches to these issues or may choose to forego legislation in light of the new FISC orders and the anticipated termination of the TSP while continuing congressional oversight.,Private
The destructive aspects of foreign outsourcing are costly and distressing to those whose jobs are lost to increased imports. Therefore matters of efficiency and equity are intertwined and one of the principal challenges for policymakers in the face of foreign outsourcing (and trade in general) is to find ways to ameliorate the associated harm without sacrificing the economy-wide gains that such trade generates. Compensation for loss and adjustment assistance is thought by economists to offer the best chance for securing higher economic efficiency along with distributional equity.,Private
"The continued rise in China's trade surplus with the United States and the world and complaints from U.S. manufacturing firms and workers over the competitive challenges posed by Chinese imports have led several Members to call for a more aggressive U.S. stance against certain Chinese trade policies they deem to be unfair. Among these is the value of the China's currency (the renminbi or yuan) relative to the dollar. From 1994 to July 2005 China pegged its currency to the U.S. dollar. On July 21 2005 China announced it would let its currency immediately appreciate by 2.1% and link its currency to a basket of currencies (rather than just to the dollar). Although the yuan has appreciated 16% since 2005 many Members complain that China continues to ""manipulate"" its currency in order to gain an unfair trade advantage resulting in U.S. job loss. Numerous bills have been introduced to induce China to adopt a more flexible currency policy.",Private
The current legislative and oversight activity with respect to electronic surveillance under the Foreign Intelligence Surveillance Act (FISA) has drawn national attention to several overarching issues. briefly outlines three such issues and touches upon some of the perspectives reflected in the ongoing debate. These issues include the inherent and often dynamic tension between national security and civil liberties particularly rights of privacy and free speech; the need for the intelligence community to be able to efficiently and effectively collect foreign intelligence information from the communications of foreign persons located outside the United States in a changing fast-paced and technologically sophisticated international environment or from United States persons abroad and the differing approaches suggested to meet this need; and limitations of liability for those electronic communication service providers who furnish aid to the federal government in its foreign intelligence collection. Two constitutional provisions in particular are implicated in this debate - the Fourth and First Amendments. briefly examines these issues and sets them in context.,Private
In March 1997 a consortium of U.S. semiconductor companies (called the EUV LLC) led by Intel and including Motorola and Advanced Micro Devices signed a cooperative research and development agreement (CRADA) with three Department of Energy laboratories to develop commercial applications for a semiconductor manufacturing technology called extreme ultraviolet (EUV) lithography. The promise of EUV technology is to allow semiconductor chip manufacturers to make chips with more computing speed and memory capacity.,Private
reviews the causes and goals of railway restructuring in other countries. It describes the advantages and disadvantages of alternative models of rail regulatory regimes. The regulatory framework in seven countries is profiled: Argentina Canada France Germany Japan Mexico and the United Kingdom. The report examines the economic performance of thee railroads including whether they are able to achieve operating self-sufficiency. It reviews the level of government support the railroads receive for infrastructure and for operating expenses. In Japan and European countries the level of government support for intercity rail far exceeds the level of government support in the United States. The concluding section reviews common themes observed in the foreign experience of railway restructuring.,Private
Several pieces of legislation have been introduced in the 110th Congress to specifically address the application of countervailing duty laws to non-market economies. These include but are not limited to H.R. 708 H.R. 910 H.R. 1127 H.R. 1229 S. 364 and S. 974.,Private
In the wake of disclosures related to the National Security Agency's Terrorist Surveillance Program congressional attention has been focused on issues regarding authorization review and oversight of electronic surveillance programs designed to acquire foreign intelligence information or to address international terrorism. A number of legislative approaches were considered in the 109th Congress and three related bills have been introduced in the 110th Congress: H.R. 11 S. 187 and S. 139.,Private
The international investment position of the United States is an annual measure of the assets Americans own abroad and the assets foreigners own in the United States. The net position or the difference between the two sometimes is referred to as a measure of U.S. international indebtedness. Although this designation is not strictly correct the net international investment position does reveal the difference between the total assets Americans own abroad and total amount of assets foreigners own in the United States. These assets generate flows of capital into and out of the economy that have important implications for the value of the dollar in international exchange markets. Some Members of Congress and some in the public have expressed concerns about the U.S. net international investment position because of the role foreign investors are playing in U.S. capital markets and the potential for large outflows of income and services payments. Some observers also argue that the U.S. reliance on foreign capital inflows leaves the economy vulnerable to financial crises.,Private
provides an overview of the U.S. balance of payments an explanation of the broader role of capital flows in the U.S. economy an explanation of how the country finances its trade deficit or a trade surplus and the implications for Congress and the country of the large inflows of capital from abroad,Private
The federal budget's return to persistent deficits after fiscal year 2001 increased and continues to increase the amount of federal government debt sold to the public. The sale of U.S. Treasury-issued debt to the public provides the government with the cash it needs to cover the gap between its income and its spending. The Treasury Bulletin (published quarterly) provides data on the amount of federal debt held by different categories of holders. The categories of holders include among others depository institutions individuals pension funds insurance companies state and local governments and foreign governments and international institutions. For this report the holdings of federal debt by the public are divided into just two categories domestic private holdings and foreign and international holdings (hereafter referred to as foreign holdings). The rest of this report documents the growth in foreign holdings of federal debt over the last 20 years and the potential consequences of the changes.,Private
begins with a synthesis of the nonimmigrant categories according to the purpose of the visa. It discusses the periods of admission and length of stay and then summarizes grounds for inadmissibility and removal as well as reasons for termination of status. It describes the circumstances under which nonimmigrants may work in the United States and follows with an analysis of nonimmigrant admissions. The report concludes with a discussion of issues followed by two detailed tables analyzing key admissions requirements across all nonimmigrant visa types.,Private
That there is more than one measure of federal debt may lead to some confusion. explains the different measures of the U.S. government debt discusses the historical growth in the debt identifies the current owners of the debt presents comparisons with the public debt in other countries and examines the potential economic risks associated with a growing federal debt.,Private
Federal statutes of limitation are as old as federal crimes. When the Founders assembled in the First Congress they passed not only the first federal criminal laws but made prosecution under those laws subject to specific statutes of limitation. Similar provisions continue to this day. Federal capital offenses may be prosecuted at any time but unless some more specific arrangement has been made a general five year statute of limitations covers all other federal crimes. Some of the exceptions to the general rule like those of the USA PATRIOT Act identify longer periods for particular crimes. Others suspend or extend the applicable period under certain circumstances such as the flight of the accused or during time of war.,Private
summarizes the potential effect of the USA PATRIOT Act on electronic privacy security commerce and government and identifies issues that are arising,Private
"The 109th Congress considered H.R. 5068 and S. 3938 both titled the Export-Import Bank Reauthorization Act of 2006 which would reauthorize the Bank's charter for five years through September 30 2011. The House measure was introduced by Representative Pryce on March 30 2006 and was sent to the House Financial Services Committee which has jurisdiction in the House of Representatives over the Bank. The measure was approved with four amendments by the Committee on June 14 2006 and passed the full House unanimously without amendment on July 26 2006. In the Senate S. 3938 was introduced September 26 2006 by Senator Crapo and sent to the Committee on Banking Housing and Urban Affairs which has jurisdiction. The measure passed the Senate with an amendment by unanimous consent on September 30 2006. As of this date Eximbank's appropriations are continuing under P.L. 109-289 (H.R. 5631) as amended by P.L. 109-369 and P.L. 109-383. On December 6 2006 the House approved S. 3938 in lieu of H.R. 5068 to reauthorize the Bank's authority through September 30 2011. The measure was signed by Bush on December 20 2006 and was designated P.L. 109-438. H.R. 5068 would have made the Bank's operations more transparent and it would have required the Bank to take other actions and to prepare various reports to improve the Bank's relative competitive position. Furthermore H.R. 5068 would have authorized an office within the Bank to increase the total amount of loans and guarantees that go to support exports by ""socially and economically disadvantaged small business concerns and small business concerns owned by women."" The measure also would have provided for a number of changes to improve the competitiveness of the Bank's programs directed the Bank to study how it can assist new or impoverished democracies and provided greater assistance to exports involving renewable energy. S. 3938 directs the Bank to submit annually to Congress a list of U.S. commercial sectors and products that would suffer ""adverse economic impact"" due to Eximbank support of projects abroad. provides a side-by-side comparison of the two bills.",Private
discusses changes in coordination and funding for HIV/AIDS tuberculosis and malaria programs as directed in the Reauthorization Act. It provides background on PEPFAR implementation including results and funding through FY2008. It then discusses similarities and differences between H.R. 5501 as passed by the House on April 2 2008 and H.R. 5501 as passed by the Senate on July 16 2008. Finally it details key outcomes in the legislation as enacted.,Private
A series of widely publicized incidents - from adulterated Chinese seafood imports to bacteria-tainted spinach meat and poultry produced domestically - have made food safety an issue in the 110th Congress. Numerous proposals were introduced in 2007 that would alter aspects of the current U.S. food safety system; some of these bills could receive consideration in 2008. provides an overview of the current system highlights major issues in the debate to improve it and describes the bills.,Private
proceeds in three parts. The first provides a snapshot of the Iraq debt situation following the ouster of the Saddam regime. The second discusses subsequent debt relief negotiations and their resolution. The third presents three possible implications for future debt relief cases that arise from Iraq's experience. They are: (1) a willingness by the international community to grant a stay on the enforcement of creditor rights (2) an increased flexibility in Paris Club debt relief decisions and (3) an unwillingness by successor regimes to claim that their debt is odious and repudiate it.,Private
"serves as a resource for the annual congressional debate on foreign policy spending providing context and a trend analysis of the past 30 years. It considers the full scope of the International Affairs Budget or Budget Function 150 as foreign policy spending is designated within the context of the Congressional Budget Resolution. It also illustrates spending trends of the major components that make up Budget Function 150. Other relevant ""snapshots"" of international spending are also examined including how foreign aid resources have been allocated across several sub-categories and trends that are especially applicable to current funding priorities such as confronting global health problems and increasing aid to Africa.",Private
contains an overview of the major procurement agreements to which the United States is a party including the World Trade Organization (WTO) Agreement on Government Procurement the procurement chapter of the North American Free Trade Agreement (NAFTA) and provisions from other free trade agreements. In addition this report highlights major federal laws that relate to the government-procurement obligations of the United States.,Private
lays out the issues likely to be raised during any reauthorization debate the reasons behind them and possible proposals that could be offered to address these concerns.,Private
presents current data on estimated ownership of United States Treasury securities and major holders of federal debt by country. Federal debt represents the accumulated balance of borrowing by the federal government. To finance federal borrowing United States Treasury securities are sold to investors. Treasury securities may be purchased directly from the Treasury or on the secondary market by individual private investors financial institutions in the United States or overseas and foreign state or local governments. Foreign investment in federal debt has grown in recent years prompting questions on the location of the foreign holders and how much debt they hold.,Private
Legislation seeking to apply countervailing action to NME countries has been introduced in the 110th Congress. This legislation includes S. 364 (Rockefeller); H.R. 571 (Tancredo) H.R. 708 (English); H.R. 782 (Ryan/Hunter) H.R. 2942 (Ryan/Hunter) and related bill S. 796 (Bunning/Stabenow); H.R. 1229 (Davis/English) and related bills S. 974 (Collins/Bayh) and S. 1919 (Baucus introduced August 1 2007). The Bush Administration has also taken some recent steps to address the issue.,Private
provides a summary of the statutory history of the automated entry and exit data system which was recently renamed the U.S. Visitor and Immigrant Status Indicator Technology (US-VISIT) Program by the Bush Administration. It also discusses other laws that affect the implementation of the system and provides an analysis of the documentary requirements under current law. The report also discusses efforts to implement the program and selected issues associated with its development and implementation.,Private
describes the federal programs of importance to the specialty crop sector and provides the most recent funding information available for them.,Private
China officials assert that they have been moving aggressively to improve their food safety system and to close unsafe plants. China in late 2007 concluded a memorandum of agreement with the United States aimed at improving the safety of traded food and feed products. Nonetheless some Members of Congress continue to express sharp criticism of both China's food safety record and U.S. efforts to insure import safety. In the 110th Congress committees on both sides of Capitol Hill held hearings on food safety concerns generally and on the China situation. Numerous bills were introduced focusing on imported food safety or containing such provisions which would apply equally to Chinese imports. These bills include H.R. 2997 S. 1776 H.R. 1148/S. 654 H.R. 2108/S. 1274 H.R. 3100 H.R. 3610 H.R. 3624 H.R. 3937 H.R. 3967 and S. 2418. A provision in the FDA Amendments Act of 2007 (P.L. 110-85) passed in September 2007 requires an annual report to Congress with detailed data on FDA-regulated food imports. Also in 2007 Congress cleared a consolidated appropriation act for FY2008 which includes a provision blocking an FSIS rule to allow certain poultry products to be imported from China.,Private
As the United States braces for possible repeated incidents of international terrorism in the United States there may be lessons to be learned from the experiences of other countries which have suffered prolonged onslaughts of terrorism. This paper looks at some cases where judgments have been made on the effectiveness of different policy measures and raises questions relating those outcomes to the current situation.,Private
provides a table comparing current law and congressional rules with S. 2349 as amended by the Senate.,Private
Some legislative restrictions on the Export-Import Bank likely serve primarily to advance very specific U.S. international economic or foreign policy goals and likely have a limited impact on the Banks activities. Other restrictions however may well reduce somewhat the pool of firms that seek Eximbanks assistance in promoting U.S. exports. As a result this assortment of restrictions and policy objectives often makes it difficult to determine what standard to apply to assess how well the Bank is performing. details the major restrictions Congress has placed on Eximbanks activities.,Private
provides tables and graphs on the composition of U.S. food aid. Data are restricted to U.S. Department of Agriculture data that includes commodity tonnage and value.,Private
describes the emerging areas of information operations electronic warfare and cyberwar in the context of U.S. national security. It also suggests related policy issues of potential interest to Congress..,Private
"In the 110th Congress a new reporting requirement was added to the Buy American Act. Under P.L. 110-28 the head of each federal agency is required to annually report to Congress concerning procurements from non-domestic sources. While there are several bills that have been introduced in the 110th Congress which contain domestic content provisions S. 581 The Buy American Improvement Act of 2007 is the only one which would directly amend the Buy American Act. This bill would make statutory the definition of ""American made"" increase the domestic content requirement from 50% to 75% and place limits upon the ""inconsistent with the public interest"" and ""use outside of the United States"" exceptions to the act.",Private
There are indications that the 111th Congress may visit the issue of amending the current body of law that comprises foreign aid policy starting with the Foreign Assistance Act of 1961. presents the executive branch authorities of that Act and correlates those authorities with the operative appropriations measure (P.L. 110-161 as continued by P.L. 110-329) that funds those authorities. For many years annual foreign aid appropriations measures have waived the requirement that funds must be authorized before they are appropriated and expended. Understanding the relation between the authorities in the cornerstone Act and the appropriations is key to any consideration of reforming foreign aid legislation.,Private
looks at the features that characterize microenterprises and at the U.S. foreign assistance programs that support microenterprise development. It examines three issues of potential congressional concern: funding of microenterprise programs conflicting policy priorities and the challenges now faced by program implementers.,Private
focuses on those international medical graduates who are foreign nationals. Many first entered the United States to receive graduate medical education and training as cultural exchange visitors through the J-1 cultural exchange program. Other ways for them to enter the United States include other temporary visa programs as well as permanent immigration avenues such as family- or employment-based immigration the diversity lottery and humanitarian relief provisions. focuses on those entering through the J-1 program.,Private
provides background information and analysis on U.S. foreign trade in services. It includes an examination of definitions and examples of services to indicate their nature and scope; a review of the importance of services to the U.S. economy including U.S. foreign trade; and an analysis of the policy challenges that confront the United States especially the challenge of negotiating a set of international rules on trade in services and the challenge of resolving disputes over trade in services with trading partners.,Private
U.S. aid to the Palestinians has fluctuated considerably over the past three years largely due to Hamas's changing role within the Palestinian Authority (PA). After Hamas led the PA government for over a year its forcible takeover of the Gaza Strip in June 2007 led to the creation of a non-Hamas government in the West Bank. Since then the U.S. has dramatically boosted aid levels to bolster the PA and President Mahmoud Abbas vis-�-vis Hamas. In FY2008 Congress appropriated a total of $414.5 million in bilateral assistance to the Palestinians the largest single year appropriation ever for the Palestinians. Because of congressional concerns that among other things U.S. funds might be diverted to Palestinian terrorist groups much of this assistance is subject to legislative restrictions. For FY2009 an additional $200 million have already been appropriated for the Palestinians (with another $100 million requested by the Bush Administration). Experts advise that PA stability hinges on now more than ever improved security economic development Israeli cooperation and the continuation of high levels of foreign assistance.,Private
The The House-passed farm bill would have replaced (rather than supplemented) the current federal-state cooperative inspection programs with a new program to enable meat and poultry that is not federally inspected to be shipped across state lines so long as the state programs adopted standards identical to those of USDA along with any additional changes USDA required. The House bill also would have enabled many plants currently under federal inspection to apply for state inspection and continue to ship interstate. Opponents of this change feared that many would seek to opt out of the federal system if they believed that could receive more lenient oversight by the states - an assertion that state proponents dismissed. If the conference farm bill becomes law as many anticipate stakeholders will next turn their attention to USDA where implementation details will be determined through the rulemaking process.,Private
The Interim Cooperative Framework addresses many congressional concerns regarding development in Haiti: promotion of democratic governance and political stability; effective and transparent use of domestic and international funds; and economic development and reduction of poverty. The main congressional concerns expressed regarding the Donors Conference strategy are the rate at which funds are being disbursed and the effectiveness of the aid being provided. Both donors and the interim Haitian government share responsibility for the initially slow disbursement of funds. Disbursement has increased but Haiti's capacity to absorb funds donors' concerns over transparency of government spending and political instability continue to pose obstacles to the execution of the ICF programs.,Private
provides an overview of the prior authority of the CPSC to establish consumer product safety standards and to inspect and recall unsafe consumer products and discusses P.L. 110-314 the Consumer Product Safety Improvement Act of 2008 reforming the CPSC and strengthening enforcement of consumer product safety standards.,Private
The nation's trade deficit is equal to the imbalance between national investment and national saving. National saving is the sum of household saving business saving and public sector saving (a budget deficit equals public sector borrowing). In the 2000s the gap between national saving and investment widened largely because of a fall in private and public saving causing the trade deficit to widen. (It fell somewhat in 2007 relative to GDP.) To finance the trade deficit foreign capital must flow into the United States. Net private capital inflows have not grown over this period however to match the widening gap between saving and investment. To finance the growing trade deficit from 2002 through 2007 official capital inflows became increasingly important as central banks in a few Asian and oil-producing countries purchased U.S. assets to moderate or prevent their currencies from appreciating against the dollar. Net official capital inflows were close to $400 billion in 2006 and 2007. If total net capital inflows should decline the dollar and trade deficit would decline U.S. interest rates would rise and U.S. spending on capital goods and consumer durables would fall all else equal.,Private
The central government's limited writ and perceived corruption are helping sustain a Taliban insurgency and feeding pessimism about the Afghanistan stabilization effort. However ethnic disputes remain confined largely to political debate and competition enabling President Karzai to try to focus on improving governance reversing security deterioration and on his re-election bid in the fall of 2009. Karzai is running for re-election but he faces some loss of public confidence and fluid coalitions of potentially strong election opponents. At the same time U.S. and Afghan officials are shifting toward promoting local governing bodies and security initiatives as a complement to efforts to build central government capabilities.,Private
Since the Immigration Act of 1924 the United States has expressly permitted foreign students to study in U.S. institutions. There are three main avenues for students from other countries to temporarily come to the United States to study and each involves admission as a nonimmigrant. The three visa categories used by foreign students are: F visas for academic study; M visas for vocational study; and J visas for cultural exchange. While most non-immigrants are admitted with visas that have a precise expiration date foreign postsecondary students are admitted for duration of status which lasts as long as they are full-time students or participating according to the terms of their exchange programs.,Private
Several temporary provisions affecting the taxation of capital income were adopted in the 2001-2003 period and further changes may be considered. The 2001 tax cuts provides a phased-in reduction of individual tax rates (typically around three percentage points) which are scheduled to sunset in 2010. The 2002 tax provides bonus depreciation for equipment allowing 30% of investment to be deducted immediately (with the remainder depreciated under standard rules). This bonus depreciation provision was enacted as a temporary stimulus applicable only to acquisitions before 2005. The bonus depreciation share was increased to 50% by the 2003 tax cut. This provision has now expired but it might be considered for reinstatement if fundamental tax reform is considered. Temporary tax reductions on dividends and capital gains received by individuals were also adopted in 2003. The top capital gains tax rate was reduced from 20% to 15% and dividends were also made eligible for these lower tax rates. The 2003 tax cut also accelerated some of the planned individual rate reductions in the 2001 tax cut.,Private
Trade liberalization ultimately results in gains to all economies; however there are winners and losers (both industries and workers) along the way. Worker rights provisions could mitigate the effects of trade liberalization on both groups somewhat by increasing labor costs in developing countries. However the North American Agreement on Labor Cooperation (NAALC) as worker a worker rights promotion vehicle with a developing country has mitigated the effects of trade expansion from NAFTA very little so far because most compliance is voluntary.,Private
The reason for the pending legislation that would alter the current tax code's FSC provisions is FSC's difficulties with the WTO. U.S. trading partners in the EU have argued that FSC is an export subsidy in violation of the WTO agreements and in 1999 a WTO panel supported those claims. looks a U.S. tax laws and how they relate to the WTO agreements. It then looks at DISC's problems with the General Agreement on Tariffs and Trade and how FSC was designed to address challenges under GATT. The report then turns to the current WTO dispute and describes H.R. 4986: the proposed replacement for FSC that was passed by the U.S. House of Representatives on September 14 2000.,Private
"provides a current summary of ballistic and cruise missile activity in selected countries and discusses implications for U.S. national security policy. The Defense Threat Reduction Agency's Weapons of Mass Destruction Terms of Reference Handbook defines a ballistic missile as ""a missile that is guided during powered flight and unguided during free flight when the trajectory that it follows is subject only to the external influences of gravity and atmospheric drag"" and a cruise missile as ""a long-range low-flying guided missile that can be launched from air sea and land."" Ballistic and cruise missile development and proliferation continue to pose a threat to U.S. national security interests both at home and abroad. Approximately 35 countries currently possess operational ballistic missiles of various ranges and approximately 25 countries have operational cruise missiles with a range greater than 150 km (90 miles). Some analysts consider cruise missile proliferation to be of more concern than that of ballistic missile proliferation primarily due to their low threshold of use availability affordability and accuracy.",Private
compares the provisions of three Senate prescription drug importation bills with current law provisions on the subject. The law on the importation of prescription drugs was recently amended by the Medicare Prescription Drug Improvement and Modernization Act (MMA P.L. 108-173).,Private
"The USA PATRIOT Act expanded the circumstances under which an NSL could be used. Subsequent press accounts suggested that their use had become widespread. Two lower federal courts found the uncertainties practices and policies associated with the use of NSL authority contrary to the First Amendment right of freedom of speech. The USA PATRIOT Improvement and Reauthorization Act P.L. 109-177 and P.L. 109- 178 amend the NSL statutes and related law to address some of the concerns raised by critics and the courts. Following amendment an appellate court dismissed one of the earlier cases as moot and remanded the second for reconsideration in light of the amendments. On remand the lower federal court again held the NSLs constitutionally suspect. The decision is on appeal. A report of the Department of Justice's Inspector General found that in its early use of its expanded USA PATRIOT Act authority the FBI had ""used NSLs in violation of applicable NSL statutes Attorney General Guidelines and internal FBI policies"" but that no criminal laws had been broken. A year later a second IG report confirmed the findings of the first and noted the corrective measures taken in response.",Private
Broad comprehensive data on U.S. multinational companies generally lag behind current events by two years and were not developed to address the issue of jobs outsourcing. Many economists argue however that there is little evidence to date to support the notion that the overseas investment activities of U.S. multinational companies play a significant role in the rate at which jobs are created in the U.S. economy. Instead they argue that the source of job creation in the economy is rooted in the combination of macroeconomic policies the nation has chosen the rate of productivity growth and the availability of resources. addresses these issues by analyzing the extent of direct investment into and out of the economy the role such investment plays in U.S. trade jobs and production and the relationship between direct investment and the broader economic changes that are occurring in the U.S. economy.,Private
